date,description,amount,category,merchant
2024-06-02,UPI/DR/443435497872/GANHA AIRLINES/PUNB/ganha@paytm,5333.76,travel,GANHA
2024-04-11,POS 3521 STARBUCKS PUNE,485.8,food,STARBUCKS
2024-02-15,UPI/PEJO LEASE/669462,10924.66,rent,PEJO
2024-02-23,UPI/DR/595749885582/LOLLAPALOOZA TICKETS/UTIB/lollapalooza@oksbi,6914.67,entertainment,LOLLAPALOOZA TICKETS
2024-02-15,UPI/AMIT RAO/PAYMENT/630228,3666.78,other,P2P
2024-06-05,ECS PROPERTY TAX 821884,6489.83,bills,PROPERTY TAX
2024-05-26,UPI/MUTUAL FUND SIP/914638,4149.28,other,MUTUAL FUND SIP
2024-04-13,UPI/P2A/174003456884/ROHAN KUMAR/PUNB,1758.98,other,P2P
2024-06-11,UPI/VAVANO INVESTMENTS/949652,11509.8,other,VAVANO
2024-03-29,IMPS/835179838713/VIGANZI HOSTEL/KKBK,8126.73,rent,VIGANZI
2024-06-19,UPI/KAVITA IYER/952457,2920.49,other,P2P
2024-03-19,BILLPAY/INDANE GAS/89117972,956.93,bills,INDANE GAS
2024-05-11,BBPS/LIC PREMIUM/4997957285,3000.43,bills,LIC PREMIUM
2024-04-04,NACH/WATER BOARD BILL/02955963,695.43,bills,WATER BOARD BILL
2024-02-03,UPI/ZEPTO/536729,110.13,food,ZEPTO
2024-04-21,UPI/DMART/020275/UTIB,3013.06,food,DMART
2024-05-15,POS GANRABRI GAMES,766.12,entertainment,GANRABRI
2024-03-11,AJIO*0293908,1936.01,shopping,AJIO
2024-01-25,ACH D- DAKATEK HOSTEL-04866718,3036.36,rent,DAKATEK
2024-06-11,VIJAY SALES ONLINE 26877418,20007.55,shopping,VIJAY SALES
2024-03-02,UPI/VAPERA RENT/247254/ICIC,24041.79,rent,VAPERA
2024-01-04,BBPS/HASHATEK GAS/4884915089,2324.77,bills,HASHATEK
2024-06-07,UPI/JOTO LABS/086164/BARB,2400.92,health,JOTO
2024-06-02,HADA FURNITURE*1101561,510.65,shopping,HADA
2024-02-23,UPI/SHATEK PG RENT/734148/KKBK,16426.19,rent,SHATEK
2024-05-05,ASTER CLINIC PUNE IN,2397.65,health,ASTER CLINIC
2024-03-21,POS INDIAN OIL PETROL PUMP,2568.45,travel,INDIAN OIL PETROL PUMP
2024-05-31,SHANE METRO*7892594,5781.28,travel,SHANE
2024-05-14,POS/AJIO HYDERABAD,819.7,shopping,AJIO
2024-04-11,UPI/SHELL FUEL STATION/074120,1133.82,travel,SHELL FUEL STATION
2024-05-20,VIJAY SALES BENGALURU IN,16895.75,shopping,VIJAY SALES
2024-06-26,PEHA CLINIC INTERNET 414290,6179.48,health,PEHA
2024-04-16,UPI-SOCIETY MAINTENANCE-society@oksbi-604356605033,1428.7,rent,SOCIETY MAINTENANCE
2024-03-27,UPI/LUGAN CASH WITHDRAWAL/766041/UTIB,1179.62,other,LUGAN
2024-03-07,SHREE SAI SWEETS*2579913,258.4,food,SHREE SAI SWEETS
2024-03-08,PG*MYNTRA*39231260,994.11,shopping,MYNTRA
2024-01-18,MAX FASHION INTERNET 740056,3573.28,shopping,MAX FASHION
2024-02-20,HAVASO MOBILES ONLINE 85865392,4807.67,shopping,HAVASO
2024-01-03,UPI-DELHI METRO SMART CARD-delhi@ibl-159741218209,102.76,travel,DELHI METRO SMART CARD
2024-03-08,POS INDIAN OIL PETROL PUMP,527.47,travel,INDIAN OIL PETROL PUMP
2024-06-01,BBPS/ACT FIBERNET/6163421254,1663.64,bills,ACT FIBERNET
2024-04-10,UPI/RAMIPE INVESTMENTS/539087/SBIN,16274.23,other,RAMIPE
2024-03-27,POS 4120 CROMA ELECTRONICS BENGALURU,27622.5,shopping,CROMA ELECTRONICS
2024-04-18,CULT FIT ONLINE 85856423,1733.26,health,CULT FIT
2024-01-31,IMPS/918431132661/APARTMENT ASSOCIATION/YESB,1705.04,rent,APARTMENT ASSOCIATION
2024-02-03,LULU HEALTH KOLKATA IN,1390.53,health,LULU
2024-06-11,PG*ICICI PRUDENTIAL*80273042,14101.7,bills,ICICI PRUDENTIAL
2024-03-06,ECS STEAM GAMES 723081,326.55,entertainment,STEAM GAMES
2024-04-28,PG*TEKTOVA JEWELLERS*81703610,10770.98,shopping,TEKTOVA
2024-03-31,HALDIRAMS KOLKATA IN,407.85,food,HALDIRAMS
2024-03-11,PANTALOONS CHENNAI IN,3903.56,shopping,PANTALOONS
2024-01-03,POS 8768 FASTAG RECHARGE KOLKATA,2205.18,travel,FASTAG RECHARGE
2024-03-09,UPI/DR/195490294849/SHANO TRANSFER/UTIB/shano@okhdfcbank,77.93,other,SHANO
2024-05-17,ECS LANDLORD RENT 201237,11324.53,rent,LANDLORD RENT
2024-03-08,MILUTEK APPAREL*2228305,2396.41,shopping,MILUTEK
2024-06-29,UPI/ANNUAL CARD FEE/402470,1631.92,other,ANNUAL CARD FEE
2024-05-04,UPI/DR/803586901707/MSEDCL/UTIB/msedcl@axl,3517.72,bills,MSEDCL
2024-01-21,OYO ROOMS HYDERABAD IN,1956.13,travel,OYO ROOMS
2024-06-06,PG*VIJAY SALES*89477352,25749.88,shopping,VIJAY SALES
2024-06-09,UPI/ASTER CLINIC/486989,1106.2,health,ASTER CLINIC
2024-01-25,UPI/DR/747016873395/BARBEQUE NATION/HDFC/barbeque@ybl,916.24,food,BARBEQUE NATION
2024-05-26,UPI/POOJA KUMAR/SENT/334774,1985.41,other,P2P
2024-01-02,UPI/BRIDAPRA GIFTS/151764/ICIC,8572.11,shopping,BRIDAPRA
2024-05-12,NEFT/DAKATEK MAINTENANCE/PUNB,20089.44,rent,DAKATEK
2024-03-09,ACH DEBIT TIMEZONE ARCADE APR,1077.72,entertainment,TIMEZONE ARCADE
2024-01-21,DELHI METRO SMART CARD MUMBAI IN,395.55,travel,DELHI METRO SMART CARD
2024-05-16,UPI-SHAHA DIAGNOSTICS-shaha@axl-405102658387,776.58,health,SHAHA
2024-04-29,PEPPERFRY*0797996,10467.9,shopping,PEPPERFRY
2024-01-09,POS MAX FASHION,1569.96,shopping,MAX FASHION
2024-01-05,NACH/AIRTEL POSTPAID/15006666,1275.25,bills,AIRTEL POSTPAID
2024-04-02,POS/OYO ROOMS BENGALURU,1124.92,travel,OYO ROOMS
2024-02-18,BILLPAY/BESCOM ELECTRICITY/23661850,1449.52,bills,BESCOM ELECTRICITY
2024-05-13,ACH DEBIT SONYLIV DEC,646.99,entertainment,SONYLIV
2024-06-15,SHELL FUEL STATION*8935712,2819.92,travel,SHELL FUEL STATION
2024-03-18,BILLPAY/ACT FIBERNET/14243625,943.69,bills,ACT FIBERNET
2024-05-02,UPI/PIZZA HUT/956878,733.51,food,PIZZA HUT
2024-03-06,UPI/DR/278790259120/SORA JEWELLERS/UTIB/sora@ibl,520.53,shopping,SORA
2024-06-29,UPI/JOPENO TRANSFER/936842,9670.3,other,JOPENO
2024-06-01,UPI/SWATI MENON/920302,6444.31,other,P2P
2024-04-06,UPI/NAMMA METRO/081247/SBIN,242.41,travel,NAMMA METRO
2024-05-15,PG*AIR INDIA*03127722,3626.95,travel,AIR INDIA
2024-02-20,UPI/DELHI METRO SMART CARD/643348,987.2,travel,DELHI METRO SMART CARD
2024-04-10,PG*LENSKART*75791452,757.13,shopping,LENSKART
2024-06-14,UPI/DR/178925714025/PEZILU RESTAURANT/HDFC/pezilu@axl,1060.92,food,PEZILU
2024-04-01,BBPS/CREDIT CARD BILL PAYMENT/0330000886,2006.39,bills,CREDIT CARD BILL PAYMENT
2024-05-01,NEFT-18870179993-CRED RENT PAYMENT-ICIC,26412.71,rent,CRED RENT PAYMENT
2024-01-02,POS 9818 SHREE SAI SWEETS BENGALURU,250.73,food,SHREE SAI SWEETS
2024-02-21,UPI/APOLLO PHARMACY/615370,1155.02,health,APOLLO PHARMACY
2024-03-04,UPI/ANJALI NAIR/DINNER SPLIT/204759,1699.33,other,P2P
2024-03-14,POS HALDIRAMS,195.14,food,HALDIRAMS
2024-03-06,UPI/FUND TRANSFER/906931/PUNB,22301.67,other,FUND TRANSFER
2024-04-08,POS 6212 CHAI POINT GURGAON,390.03,food,CHAI POINT
2024-03-13,UPI/OYO ROOMS/323008/KKBK,1865.38,travel,OYO ROOMS
2024-02-17,BILLPAY/HDFC ERGO INSURANCE/92546862,2753.59,bills,HDFC ERGO INSURANCE
2024-02-19,UPI/FUND TRANSFER/531029/BARB,21978.62,other,FUND TRANSFER
2024-02-26,UPI/DR/436990558557/GST ON CHARGES/KKBK/gst@oksbi,27.36,other,GST ON CHARGES
2024-05-10,BILLPAY/TATA POWER/05549121,609.5,bills,TATA POWER
2024-06-10,POS 2556 1MG BENGALURU,2123.15,health,1MG
2024-02-05,NEFT/PRAGANVI RENT/UTIB,15557.3,rent,PRAGANVI
2024-04-03,UPI/DR/103495611998/SHASHA DHABA/PUNB/shasha@paytm,789.98,food,SHASHA
2024-03-04,UPI/ZOMATO/754330/SBIN,256.52,food,ZOMATO
2024-05-09,UPI/SHELL FUEL STATION/617063/HDFC,600.02,travel,SHELL FUEL STATION
2024-05-06,POS LENSKART,4952.52,shopping,LENSKART
2024-05-02,UPI/DR/318683029158/SELF TRANSFER/KKBK/self@axl,19149.25,other,SELF TRANSFER
2024-06-19,UPI/P2A/330846017262/DIVYA SINGH/HDFC,2702.77,other,P2P
2024-04-19,UPI/DR/515641967896/DAZIGAN BAKERY/SBIN/dazigan@axl,1068.3,food,DAZIGAN
2024-02-03,UPI/DR/478686237600/CREDIT CARD BILL PAYMENT/UTIB/credit@paytm,28973.11,bills,CREDIT CARD BILL PAYMENT
2024-03-21,ECS HDFC LIFE 373615,4229.13,bills,HDFC LIFE
2024-02-18,UPI/DR/276012277707/HP PETROL BUNK/SBIN/hp@okhdfcbank,515.37,travel,HP PETROL BUNK
2024-04-05,ACH DEBIT LUPE PREMIUM OCT,1034.43,bills,LUPE
2024-01-31,ACH DEBIT HDFC ERGO INSURANCE JAN,14404.07,bills,HDFC ERGO INSURANCE
2024-04-01,POS 8335 SPOTIFY INDIA BENGALURU,91.12,entertainment,SPOTIFY INDIA
2024-06-12,UPI-NFS CASH WDL-nfs@okhdfcbank-420319777486,4346.53,other,NFS CASH WDL
2024-04-26,UPI/DR/188352791875/INDANE GAS/HDFC/indane@ibl,876.75,bills,INDANE GAS
2024-01-13,GOLDS GYM CHENNAI IN,1488.19,health,GOLDS GYM
2024-02-16,POS 8049 PLAYSTATION STORE KOLKATA,2382.5,entertainment,PLAYSTATION STORE
2024-03-09,IMPS/603967024365/FLAT RENT/ICIC,32653.18,rent,FLAT RENT
2024-04-05,UPI/DR/622219053347/HP GAS CYLINDER/HDFC/hp@paytm,864.78,bills,HP GAS CYLINDER
2024-06-19,UPI/GOIBIBO/119393,1619.49,travel,GOIBIBO
2024-04-27,POS/TIMEZONE ARCADE DELHI,1045.36,entertainment,TIMEZONE ARCADE
2024-03-14,UPI/MAKEMYTRIP/592745/ICIC,10149.23,travel,MAKEMYTRIP
2024-04-24,GANRABRI STREAMING INTERNET 366864,262.93,entertainment,GANRABRI
2024-06-24,CHAI POINT*0901001,152.85,food,CHAI POINT
2024-03-29,UPI-DADATEK CABS-dadatek@axl-285021553830,1753.38,travel,DADATEK
2024-04-12,NACH/INDANE GAS/49899255,1056.21,bills,INDANE GAS
2024-05-09,UPI/NITIN SINGH/263896,5817.16,other,P2P
2024-06-21,UPI/DR/461200471138/BURGER KING/ICIC/burger@ibl,197.81,food,BURGER KING
2024-04-09,UPI/NITIN JOSHI/074666,7136.81,other,P2P
2024-01-08,UPI/AIR INDIA/563531/KKBK,3048.92,travel,AIR INDIA
2024-01-25,SOKATEK RAILWAY*8785185,5359.76,travel,SOKATEK
2024-01-19,POS 9025 WESTSIDE PUNE,3079.38,shopping,WESTSIDE
2024-02-26,NEFT/PRAGANVI PG RENT/UTIB,20041.2,rent,PRAGANVI
2024-06-29,POS 9960 AMAZON PRIME CHENNAI,192.16,entertainment,AMAZON PRIME
2024-06-28,UPI/MEERA NAIR/SENT/910323,378.87,other,P2P
2024-06-09,IMPS/758755850959/PRATEKRA PG RENT/YESB,6901.58,rent,PRATEKRA
2024-04-21,UPI/P2A/061550261340/KARTHIK PILLAI/BARB,1967.13,other,P2P
2024-01-07,UPI/DR/115733099000/SHASHA KITCHEN/UTIB/shasha@axl,1298.94,food,SHASHA
2024-02-12,UPI/VISION EYE CARE/843753,567.2,health,VISION EYE CARE
2024-03-11,UPI/NATURES BASKET/965207/UTIB,1072.85,food,NATURES BASKET
2024-03-03,UPI/MUTUAL FUND SIP/501016/ICIC,1193.96,other,MUTUAL FUND SIP
2024-01-21,UPI-SHELL FUEL STATION-shell@axl-881377028519,688.2,travel,SHELL FUEL STATION
2024-04-28,UPI/SHASOTEK CHARGES/067415/YESB,3682.49,other,SHASOTEK
2024-03-11,UPI/SMS ALERT CHARGES/678082,14.28,other,SMS ALERT CHARGES
2024-04-30,ACH D- NOPRA ELECTRICITY-56227192,3531.71,bills,NOPRA
2024-04-19,POS 4381 SONYLIV GURGAON,996.32,entertainment,SONYLIV
2024-04-28,DECATHLON SPORTS KOLKATA IN,1322.18,shopping,DECATHLON SPORTS
2024-03-24,UPI/DR/265742231964/LOLLAPALOOZA TICKETS/PUNB/lollapalooza@okhdfcbank,8893.08,entertainment,LOLLAPALOOZA TICKETS
2024-04-02,UPI/DR/515319520585/CAFE COFFEE DAY/ICIC/cafe@axl,286.21,food,CAFE COFFEE DAY
2024-06-25,POS VISION EYE CARE,551.29,health,VISION EYE CARE
2024-04-12,MYNTRA INTERNET 674471,4095.74,shopping,MYNTRA
2024-05-27,SHASHARA GIFTS ONLINE 12798312,13410.17,shopping,SHASHARA
2024-03-30,MYNTRA INTERNET 475541,1054.14,shopping,MYNTRA
2024-04-18,UPI-FORTIS HOSPITAL-fortis@oksbi-016440373416,9483.98,health,FORTIS HOSPITAL
2024-05-22,PANTALOONS BENGALURU IN,4675.82,shopping,PANTALOONS
2024-01-02,TATA CLIQ*5652203,3477.61,shopping,TATA CLIQ
2024-03-06,UPI/SMS ALERT CHARGES/252861/SBIN,41.25,other,SMS ALERT CHARGES
2024-06-12,UPI/DR/389083863794/SWIGGY/HDFC/swiggy@okhdfcbank,673.61,food,SWIGGY
2024-01-12,1MG BENGALURU IN,209.08,health,1MG
2024-06-29,BLINKIT MUMBAI IN,399.53,food,BLINKIT
2024-05-24,UPI/AMIT PILLAI/GIFT/756191,5992.92,other,P2P
2024-05-06,NACH/SHAGANLU INSURANCE/87744992,1886.8,bills,SHAGANLU
2024-05-18,UPI/YOUTUBE PREMIUM/238223/YESB,132.26,entertainment,YOUTUBE PREMIUM
2024-03-17,ACH DEBIT LIC PREMIUM DEC,3221.72,bills,LIC PREMIUM
2024-03-07,BILLPAY/TATA PLAY/75699944,763.71,bills,TATA PLAY
2024-04-15,IMPS/206661799623/FLAT RENT/KKBK,15507.67,rent,FLAT RENT
2024-03-08,BILLPAY/NOVISO ELECTRICITY/80055126,4131.21,bills,NOVISO
2024-06-30,UPI/DR/128537006448/BRIPRA FUEL/KKBK/bripra@paytm,5121.81,travel,BRIPRA
2024-04-23,TEKTOVA FASHION*4333849,14647.09,shopping,TEKTOVA
2024-01-01,UPI/DR/959796471589/MAKEMYTRIP/HDFC/makemytrip@paytm,1301.73,travel,MAKEMYTRIP
2024-01-15,DAPRALU THEATRE INTERNET 466944,192.6,entertainment,DAPRALU
2024-03-22,MEESHO INTERNET 545667,1315.71,shopping,MEESHO
2024-04-24,PG*BRIDAPRA GIFTS*48903045,3269.13,shopping,BRIDAPRA
2024-06-22,UPI/DR/417675539818/SELF TRANSFER/HDFC/self@ibl,10966.8,other,SELF TRANSFER
2024-06-30,MIVITEK BAKERY PUNE IN,63.52,food,MIVITEK
2024-03-17,POS 7678 DASHA TIFFIN KOLKATA,1168.77,food,DASHA
2024-04-20,BBPS/TATA POWER/9678976098,4332.41,bills,TATA POWER
2024-05-30,ECS JOVIVI CONCERT 293605,257.15,entertainment,JOVIVI
2024-05-25,UPI-HOTEL SAGAR RESTAURANT-hotel@axl-877169472256,1123.32,food,HOTEL SAGAR RESTAURANT
2024-02-16,PRAPENO TOLL*2637792,163.58,travel,PRAPENO
2024-05-18,UPI-BRINESHA DENTAL-brinesha@axl-239933025598,3440.96,health,BRINESHA
2024-03-17,BILLPAY/WATER BOARD BILL/44200629,434.61,bills,WATER BOARD BILL
2024-06-24,POS 0528 UDUPI GRAND BENGALURU,141.04,food,UDUPI GRAND
2024-02-16,UPI-SHELL FUEL STATION-shell@paytm-265461033993,1617.07,travel,SHELL FUEL STATION
2024-02-24,UPI/BARBEQUE NATION/993308/SBIN,2961.7,food,BARBEQUE NATION
2024-04-27,UPI-BLINKIT-blinkit@ibl-692966278282,350.33,food,BLINKIT
2024-04-20,RELIANCE FRESH*2050614,474.68,food,RELIANCE FRESH
2024-02-05,UPI/DR/512724553375/ZERODHA BROKING/PUNB/zerodha@paytm,21729.79,other,ZERODHA BROKING
2024-02-03,UPI-DMART-dmart@paytm-112490352135,1942.38,food,DMART
2024-06-03,ACH DEBIT SONYLIV DEC,600.81,entertainment,SONYLIV
2024-01-23,UPI/P2A/896258692635/ROHAN IYER/PUNB,2562.19,other,P2P
2024-05-09,UPI/DR/482145653286/BHARAT PETROLEUM/SBIN/bharat@okhdfcbank,972.05,travel,BHARAT PETROLEUM
2024-04-07,UPI/DR/350696261684/ANNUAL CARD FEE/KKBK/annual@paytm,1185.28,other,ANNUAL CARD FEE
2024-01-20,NACH/INDANE GAS/96983845,989.97,bills,INDANE GAS
2024-02-15,PANTALOONS BENGALURU IN,1960.63,shopping,PANTALOONS
2024-04-04,POS TOSHASHA FOOTWEAR,752.47,shopping,TOSHASHA
2024-01-03,UPI/MSEDCL/334677,587.91,bills,MSEDCL
2024-05-01,FORTIS HOSPITAL*3561781,517.08,health,FORTIS HOSPITAL
2024-05-14,PLAYSTATION STORE INTERNET 683210,1752.21,entertainment,PLAYSTATION STORE
2024-01-11,UPI-HAVA TRANSFER-hava@axl-851506688155,632.08,other,HAVA
2024-04-18,ACH DEBIT VIGANZI LEASE NOV,5911.9,rent,VIGANZI
2024-03-05,UPI/P2A/505073249139/SWATI SHARMA/UTIB,3592.04,other,P2P
2024-02-08,PG*AMAZON PRIME*69409600,270.7,entertainment,AMAZON PRIME
2024-06-13,NEFT/OWNER RENT PAYMENT/PUNB,9332.05,rent,OWNER RENT PAYMENT
2024-06-17,POS MYNTRA,5082.44,shopping,MYNTRA
2024-06-01,NATURES BASKET CHENNAI IN,1971.14,food,NATURES BASKET
2024-01-04,MAX FASHION INTERNET 671114,2820.13,shopping,MAX FASHION
2024-02-29,UPI/DR/873928557498/UDUPI GRAND/ICIC/udupi@ybl,506.56,food,UDUPI GRAND
2024-05-23,UPI/ZIDAZI STREAMING/770062,1299.83,entertainment,ZIDAZI
2024-04-20,ACH D- TATA PLAY-01082402,486.0,bills,TATA PLAY
2024-06-28,UPI/PRATEK GAMING/146036/YESB,431.29,entertainment,PRATEK
2024-01-23,NEFT-63504960266-HOUSE RENT-BARB,24403.04,rent,HOUSE RENT
2024-05-12,BBPS/BESCOM ELECTRICITY/2092973525,2995.55,bills,BESCOM ELECTRICITY
2024-03-22,UPI-PVR CINEMAS-pvr@axl-796496737945,850.84,entertainment,PVR CINEMAS
2024-03-01,NEFT/PRATEKRA MAINTENANCE/KKBK,4445.07,rent,PRATEKRA
2024-06-18,UPI/NEHA IYER/SENT/968228,6755.18,other,P2P
2024-04-26,VATOBRI MOBILES INTERNET 280126,5200.02,shopping,VATOBRI
2024-06-17,PVR CINEMAS*6862703,1037.5,entertainment,PVR CINEMAS
2024-05-23,ACH DEBIT MSEDCL APR,802.14,bills,MSEDCL
2024-01-09,POS/ZIDAZI MUSIC MUMBAI,404.36,entertainment,ZIDAZI
2024-05-20,UPI/DR/931169921353/VAPERA LEASE/UTIB/vapera@axl,18917.36,rent,VAPERA
2024-05-25,ECS SHAGANLU RECHARGE 089649,1932.37,bills,SHAGANLU
2024-01-29,UPI/DR/126065019179/CROMA ELECTRONICS/ICIC/croma@ybl,18989.81,shopping,CROMA ELECTRONICS
2024-06-22,UPI/PVR CINEMAS/213541,1440.57,entertainment,PVR CINEMAS
2024-05-11,UPI-GROWW SIP-groww@ybl-897207382777,21934.64,other,GROWW SIP
2024-01-18,POS/SOMI HOSPITAL DELHI,1013.9,health,SOMI
2024-02-24,ECS PRATEK CINEMAS 004364,576.6,entertainment,PRATEK
2024-04-03,UPI-HAVA CASH WITHDRAWAL-hava@paytm-632245182569,316.41,other,HAVA
2024-06-09,UPI-GANJOTEK PHARMACY-ganjotek@okhdfcbank-141408783437,3540.63,health,GANJOTEK
2024-01-30,AMAZON PAY INDIA*8752437,659.0,shopping,AMAZON PAY INDIA
2024-04-27,UPI/JIO RECHARGE/895400/YESB,808.69,bills,JIO RECHARGE
2024-06-12,POS SUBWAY,150.41,food,SUBWAY
2024-04-19,OYO ROOMS MUMBAI IN,994.03,travel,OYO ROOMS
2024-06-30,UPI/NOLUVI MUSIC/007881/ICIC,1877.67,entertainment,NOLUVI
2024-03-24,NETFLIX*3273034,163.5,entertainment,NETFLIX
2024-04-14,UPI/HOTSTAR/624479,917.28,entertainment,HOTSTAR
2024-05-10,SOGANVI CLINIC INTERNET 587120,3655.36,health,SOGANVI
2024-06-07,UPI-NOTEK TRANSFER-notek@axl-557142116220,15617.01,other,NOTEK
2024-02-26,UPI/MORE SUPERMARKET/504888,2494.89,food,MORE SUPERMARKET
2024-06-24,UPI-SHADADA CABS-shadada@paytm-011272836030,4891.37,travel,SHADADA
2024-05-16,POS 9461 AIRPORT TAXI PREPAID KOLKATA,1078.98,travel,AIRPORT TAXI PREPAID
2024-06-24,POS PRARALU CLINIC,6376.81,health,PRARALU
2024-04-27,POS MCDONALDS,311.47,food,MCDONALDS
2024-06-21,UPI-NOTEK SIP-notek@ibl-683527808785,603.61,other,NOTEK
2024-05-24,BBPS/LIC PREMIUM/5673446717,3433.25,bills,LIC PREMIUM
2024-04-18,UPI/DR/362886233570/KAJOSO TRANSFER/UTIB/kajoso@paytm,2435.05,other,KAJOSO
2024-04-17,UPI/SOTEKHA FOOTWEAR/206318/PUNB,986.5,shopping,SOTEKHA
2024-04-07,POS PANTALOONS,2205.29,shopping,PANTALOONS
2024-06-01,UPI/RANOZI BAKERY/694963/BARB,1775.86,food,RANOZI
2024-04-19,UPI/DR/361103712938/ZEPTO/BARB/zepto@ybl,1243.09,food,ZEPTO
2024-03-05,UPI/DR/652715598354/ZEE5/YESB/zee5@axl,672.78,entertainment,ZEE5
2024-06-02,UPI/RAMIPE CASH WITHDRAWAL/628868/BARB,7591.93,other,RAMIPE
2024-05-29,UPI/SMS ALERT CHARGES/985297/SBIN,15.41,other,SMS ALERT CHARGES
2024-05-20,UPI-HDFC ERGO INSURANCE-hdfc@ybl-239597815542,15873.78,bills,HDFC ERGO INSURANCE
2024-06-29,TIMEZONE ARCADE ONLINE 20546475,375.89,entertainment,TIMEZONE ARCADE
2024-06-26,NEDALU DHABA*8878887,509.89,food,NEDALU
2024-05-11,POS/KALU BAKERY CHENNAI,2316.36,food,KALU
2024-05-13,UPI/VIKRAM DESAI/508628,3570.02,other,P2P
2024-02-22,POS SHREE SAI SWEETS,493.2,food,SHREE SAI SWEETS
2024-04-20,POS 0139 KFC CHENNAI,899.52,food,KFC
2024-05-19,POS/VISION EYE CARE DELHI,4973.26,health,VISION EYE CARE
2024-06-23,HP PETROL BUNK*3045018,566.58,travel,HP PETROL BUNK
2024-06-06,UPI/GST ON CHARGES/964447,29.89,other,GST ON CHARGES
2024-01-29,UPI/DR/800381463429/ZIHAVI JUICE/ICIC/zihavi@paytm,183.24,food,ZIHAVI
2024-03-30,POS 0344 UBER INDIA HYDERABAD,212.93,travel,UBER INDIA
2024-01-19,UPI/VANO HOSTEL/365329,18987.07,rent,VANO
2024-01-10,ZITEKNO TELECOM ONLINE 83847848,743.2,bills,ZITEKNO
2024-02-19,PEPPERFRY INTERNET 127049,2913.03,shopping,PEPPERFRY
2024-02-17,TOTO METRO*4229835,3307.08,travel,TOTO
2024-03-29,UPI/DR/892988085838/SONYLIV/ICIC/sonyliv@paytm,454.02,entertainment,SONYLIV
2024-01-04,UPI-BIGBASKET-bigbasket@axl-799371240659,2375.3,food,BIGBASKET
2024-02-21,UPI/DR/595965600337/LUGAN SIP/KKBK/lugan@okhdfcbank,492.98,other,LUGAN
2024-05-19,UPI/ANNUAL CARD FEE/213485/UTIB,2469.25,other,ANNUAL CARD FEE
2024-01-13,PUMA STORE INTERNET 414596,5836.0,shopping,PUMA STORE
2024-06-09,UPI/REDBUS/033349/YESB,707.96,travel,REDBUS
2024-01-12,POS/LENSKART KOLKATA,4258.18,shopping,LENSKART
2024-02-09,ECS NOBROKER RENT PAY 693332,14893.0,rent,NOBROKER RENT PAY
2024-01-19,UPI/DR/622023413261/UDUPI GRAND/YESB/udupi@ybl,174.98,food,UDUPI GRAND
2024-05-17,UPI-IKEA-ikea@okhdfcbank-346199423767,9196.14,shopping,IKEA
2024-03-18,UPI/P2A/235784572080/SWATI NAIR/ICIC,3403.21,other,P2P
2024-01-08,POS/INDIAN OIL PETROL PUMP DELHI,1926.21,travel,INDIAN OIL PETROL PUMP
2024-05-22,POS 4762 MIJOVA BIRYANI MUMBAI,1832.39,food,MIJOVA
2024-05-03,IMPS/954210629419/LANDLORD RENT/SBIN,35269.45,rent,LANDLORD RENT
2024-04-08,NETFLIX*2986707,312.74,entertainment,NETFLIX
2024-06-22,UPI/P2A/713649674514/ANJALI IYER/KKBK,5748.77,other,P2P
2024-03-13,BBPS/VINETO TELECOM/9250075167,4922.74,bills,VINETO
2024-03-13,POS/NYKAA PUNE,580.8,shopping,NYKAA
2024-04-26,IMPS/844370661875/SOCIETY MAINTENANCE/PUNB,1389.24,rent,SOCIETY MAINTENANCE
2024-06-02,UPI/SWATI NAIR/353764,5692.24,other,P2P
2024-03-10,UPI-FLAT RENT-flat@oksbi-125949722042,11075.04,rent,FLAT RENT
2024-03-04,IMPS/160770040930/APARTMENT ASSOCIATION/UTIB,1635.45,rent,APARTMENT ASSOCIATION
2024-03-27,UPI/SWIGGY/031051/SBIN,174.81,food,SWIGGY
2024-03-01,POS ZOMATO,817.74,food,ZOMATO
2024-05-12,ACH D- ADANI ELECTRICITY-46557922,4526.88,bills,ADANI ELECTRICITY
2024-02-06,FORTIS HOSPITAL ONLINE 78221021,19321.83,health,FORTIS HOSPITAL
2024-06-27,UPI/P2A/075538053659/NITIN DESAI/BARB,7670.77,other,P2P
2024-06-06,UPI-MEDPLUS-medplus@oksbi-632397913787,573.62,health,MEDPLUS
2024-06-21,KFC BENGALURU IN,245.63,food,KFC
2024-05-14,POS IKEA,3866.98,shopping,IKEA
2024-03-14,POS 1MG,993.76,health,1MG
2024-04-07,POS/CLOVE DENTAL CHENNAI,4426.75,health,CLOVE DENTAL
2024-01-29,UPI/SNEHA NAIR/306967,1182.8,other,P2P
2024-05-02,UPI/DR/682996872258/MAX HEALTHCARE/SBIN/max@ibl,16145.99,health,MAX HEALTHCARE
2024-06-06,POS NEDALU TIFFIN,1276.19,food,NEDALU
2024-05-25,UPI/CREDIT CARD BILL PAYMENT/836923/KKBK,48092.8,bills,CREDIT CARD BILL PAYMENT
2024-01-27,POS/NYKAA GURGAON,2791.56,shopping,NYKAA
2024-02-19,STARBUCKS ONLINE 55231243,372.26,food,STARBUCKS
2024-04-19,DAPRALU MOVIES ONLINE 01910904,852.41,entertainment,DAPRALU
2024-04-18,BBPS/LIC PREMIUM/8839585585,7057.08,bills,LIC PREMIUM
